pathway,hubness,community
KEGG_ALZHEIMERS_DISEASE,0.017253978171893437,1
KEGG_PARKINSONS_DISEASE,0.02049993301686912,1
KEGG_HUNTINGTONS_DISEASE,0.01397675116638648,1
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0.0037522484595739545,1
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.0030165447911233373,1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,0.002565505732874295,1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,0.0021190121374234914,1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,0.0030361421428092674,1
REACTOME_ANDROGEN_BIOSYNTHESIS,0.0008447627132098473,1
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,0.00028977602373096175,1
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.0021546616077875095,1
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.0006252375595561404,1
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.0012349285642816517,1
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,0.00012699393326188885,1
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0.0009858955481070956,1
REACTOME_BIOLOGICAL_OXIDATIONS,0.011880556693386083,1
REACTOME_XENOBIOTICS,0.004894949575744795,1
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.01218535176718055,1
REACTOME_ENDOGENOUS_STEROLS,0.003974649242246403,1
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0.0013172156739966981,1
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0.0013791373160058353,1
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.0025073992604001316,1
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.0005554892708453937,1
REACTOME_PYRUVATE_METABOLISM,0.0015817368479486922,1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.023608364672784786,1
REACTOME_ETHANOL_OXIDATION,0.0013378580775161894,1
REACTOME_GLUCURONIDATION,0.0011854538622786917,1
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.00045208328871060424,1
REACTOME_GLUTATHIONE_CONJUGATION,0.0016733837603823503,1
REACTOME_TRYPTOPHAN_CATABOLISM,0.000451556118944717,1
REACTOME_CHOLESTEROL_BIOSYNTHESIS,0.0010293305466642893,1
REACTOME_METABOLISM_OF_PORPHYRINS,0.0005331964534680496,1
REACTOME_METHIONINE_SALVAGE_PATHWAY,8.356498987228878e-05,1
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,0.00024874991615842927,1
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,0.0005208780524007823,1
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.021664677291842727,1
REACTOME_O2_CO2_EXCHANGE_IN_ERYTHROCYTES,0.0004680350919906266,1
REACTOME_ACYL_CHAIN_REMODELING_OF_CL,0.00020982656942143167,1
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0.0034334622733637847,1
REACTOME_METHYLATION,0.000594803474559362,1
REACTOME_SULFIDE_OXIDATION_TO_SULFATE,0.0001538006345618668,1
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,0.00033839470752093675,1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,0.02537854214779049,1
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,0.00041271780228601014,1
REACTOME_HEME_BIOSYNTHESIS,0.00036747113548423816,1
REACTOME_HEME_DEGRADATION,0.0002546022156777898,1
REACTOME_ESTROGEN_BIOSYNTHESIS,0.0006270028010521755,1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL,0.0023064962745233362,1
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS,0.0006280351088400247,1
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS,0.0012033832357040562,1
REACTOME_METABOLISM_OF_STEROID_HORMONES,0.002847556945452857,1
REACTOME_PREGNENOLONE_BIOSYNTHESIS,0.0008610603182569684,1
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,0.0006223807952014595,1
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,0.00046631773274525634,1
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM,0.00030579580006948395,1
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,0.0006174863755555119,1
REACTOME_NICOTINATE_METABOLISM,0.00045785024343453435,1
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM,5.094225288752756e-05,1
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,0.0019008420243079316,1
REACTOME_NICOTINAMIDE_SALVAGING,0.00045973102566896994,1
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,0.00047492741693548233,1
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,0.0007004017637510338,1
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS,0.00021973148660256133,1
REACTOME_THYROXINE_BIOSYNTHESIS,0.00039093348072391206,1
REACTOME_VITAMINS,0.0012512447496274837,1
REACTOME_FATTY_ACIDS,0.0033345396215048173,1
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,0.013991030567421367,1
REACTOME_MISCELLANEOUS_SUBSTRATES,0.0026158636687432513,1
REACTOME_EICOSANOIDS,0.002608899024361899,1
REACTOME_CYP2E1_REACTIONS,0.00277783332392224,1
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET,0.001839903023282617,1
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,0.00047541898504065876,1
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,0.0018953962175508932,1
REACTOME_SYNTHESIS_OF_LIPOXINS_LX,0.0004491412449042978,1
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES,0.0005520222842010102,1
REACTOME_ARACHIDONIC_ACID_METABOLISM,0.005139366182106583,1
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES,0.0005094094138919245,1
REACTOME_UBIQUINOL_BIOSYNTHESIS,0.0001949508190106181,1
REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE,0.002326319294428618,1
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX,0.0014020084467276281,1
REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION,0.00012703648523450288,1
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE,0.00020213003424591575,1
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,0.000829108158954458,1
REACTOME_DISEASES_ASSOCIATED_WITH_VISUAL_TRANSDUCTION,0.00024180941767048655,1
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,0.0006105525633302497,1
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,0.0007966882340145762,1
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,0.0018531712203547271,1
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM,0.0002593248033428295,1
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE,0.0003603522161197392,1
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,0.001359989117945886,1
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA,0.0005934207182292144,1
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS,0.0005223679428082987,1
REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE,7.671612453678444e-05,1
REACTOME_SIGNALING_BY_RETINOIC_ACID,0.0022773784726306547,1
REACTOME_RA_BIOSYNTHESIS_PATHWAY,0.0019896712809418043,1
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,0.001284026219915198,1
REACTOME_METABOLISM_OF_LIPIDS,0.008042760052860174,1
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,0.004012224695600374,1
REACTOME_TP53_REGULATES_METABOLIC_GENES,0.003384493141527388,1
REACTOME_FRUCTOSE_METABOLISM,0.00024584788825289034,1
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE,0.0002723243438477307,1
REACTOME_MELANIN_BIOSYNTHESIS,0.0001459036640844883,1
REACTOME_DISEASES_OF_METABOLISM,0.003692542857679795,1
REACTOME_PROTEIN_REPAIR,0.00018091213575284663,1
REACTOME_CHOLINE_CATABOLISM,0.00019091264102862745,1
REACTOME_COMPLEX_I_BIOGENESIS,0.014697006667488795,1
REACTOME_FRUCTOSE_CATABOLISM,0.00010439996017098169,1
REACTOME_UREA_CYCLE,3.9760367908079035e-05,1
REACTOME_HISTIDINE_CATABOLISM,6.464964576416887e-05,1
REACTOME_PROPIONYL_COA_CATABOLISM,0.000183214243966829,1
REACTOME_LYSINE_CATABOLISM,0.0005287226699733807,1
REACTOME_DNA_DAMAGE_REVERSAL,0.0002632357352061405,1
REACTOME_KETONE_BODY_METABOLISM,0.00021168216926974003,1
REACTOME_SYNTHESIS_OF_KETONE_BODIES,0.00020678346742493571,1
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,0.0006332164679276315,1
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS,0.00041528540448230187,1
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA,0.00036273487462912436,1
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA,0.00040156925201870864,1
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA,0.00036533681563483383,1
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA,0.00036078336904218406,1
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA,0.00020892819388467447,1
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS,0.0002039351298822621,1
REACTOME_METABOLISM_OF_STEROIDS,0.005884154983226794,1
REACTOME_TYROSINE_CATABOLISM,0.00018806249384018892,1
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM,0.0003830659567186129,1
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM,0.00017289833497247705,1
REACTOME_PHENYLALANINE_METABOLISM,0.0002495654102739319,1
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,0.0002443895915440383,1
REACTOME_FATTY_ACID_METABOLISM,0.0059528889066556585,1
REACTOME_METABOLISM_OF_COFACTORS,0.0004886681053347129,1
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,0.0022368754307809783,1
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS,0.0004471235383890925,1
REACTOME_BIOSYNTHESIS_OF_MARESINS,0.0016330695783418232,1
REACTOME_BIOSYNTHESIS_OF_E_SERIES_18_S_RESOLVINS,0.0003409310093556373,1
REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS,0.001664986542751745,1
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0.0019769157272486308,1
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS,0.0005221589768901083,1
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS,0.0001375806120279083,1
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,0.0002218109251462659,1
REACTOME_PROTEIN_LOCALIZATION,0.0021294928526082823,1
REACTOME_SERINE_BIOSYNTHESIS,7.533148469320282e-05,1
GO_HEMOGLOBIN_METABOLIC_PROCESS,8.905517992904887e-05,1
GO_STEROID_BIOSYNTHETIC_PROCESS,0.005740551700389852,1
GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.0007318337272542132,1
GO_GLUCOCORTICOID_METABOLIC_PROCESS,0.0013812897347037726,1
GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,0.0022129174331228445,1
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME,0.0007687958720383735,1
GO_EXOGENOUS_DRUG_CATABOLIC_PROCESS,0.005019061405948292,1
GO_PEROXISOME_ORGANIZATION,0.0020474050422269225,1
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS,0.0004992333235015353,1
GO_C21_STEROID_HORMONE_METABOLIC_PROCESS,0.002961855591008563,1
GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,0.0007144998128602256,1
GO_RESPONSE_TO_POTASSIUM_ION,0.0004201801890379877,1
GO_THYROID_HORMONE_METABOLIC_PROCESS,0.000363535798045718,1
GO_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,0.0005781464430720869,1
GO_REGULATION_OF_VITAMIN_METABOLIC_PROCESS,0.0005139104454294687,1
GO_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.0007348602584315044,1
GO_CELLULAR_RESPIRATION,0.02071920113640597,1
GO_PEPTIDE_METABOLIC_PROCESS,0.0014379101022343897,1
GO_BIOTIN_METABOLIC_PROCESS,0.00024167844249833528,1
GO_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.00047106922831128433,1
GO_COBALAMIN_METABOLIC_PROCESS,0.0006454698812500603,1
GO_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS,0.0002089225079584716,1
GO_CELLULAR_HORMONE_METABOLIC_PROCESS,0.005795767214605179,1
GO_CELL_REDOX_HOMEOSTASIS,0.0027021602953588193,1
GO_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.0008526979056552677,1
GO_VITAMIN_D_METABOLIC_PROCESS,0.0015241875130388514,1
GO_HORMONE_BIOSYNTHETIC_PROCESS,0.004439898859069231,1
GO_OXYGEN_TRANSPORT,0.0011414086564438416,1
GO_ANDROGEN_METABOLIC_PROCESS,0.0009757984323106899,1
GO_RESPONSE_TO_VITAMIN_A,0.0006696190499436845,1
GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS,0.00033084264359133303,1
GO_MITOCHONDRION_ORGANIZATION,0.010322299313203859,1
GO_PEROXISOMAL_TRANSPORT,0.0021057899516276272,1
GO_GLUTATHIONE_METABOLIC_PROCESS,0.001685405055457321,1
GO_PROTEIN_TRANSMEMBRANE_TRANSPORT,0.0003501470623404953,1
GO_AMINE_CATABOLIC_PROCESS,0.0006215090800191742,1
GO_ISOPRENOID_BIOSYNTHETIC_PROCESS,0.0006424028331572924,1
GO_COENZYME_CATABOLIC_PROCESS,0.0005766879129915308,1
GO_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS,0.0006059225428519764,1
GO_PENTOSE_METABOLIC_PROCESS,6.490156735001066e-05,1
GO_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.0007599364727922988,1
GO_ISOPRENOID_METABOLIC_PROCESS,0.004115595580397541,1
GO_PRIMARY_ALCOHOL_METABOLIC_PROCESS,0.004275147859735791,1
GO_ALCOHOL_CATABOLIC_PROCESS,0.0016684855147924478,1
GO_ESTROGEN_METABOLIC_PROCESS,0.0005748973741247735,1
GO_GLYCOSIDE_METABOLIC_PROCESS,0.001440008733929707,1
GO_STEROID_CATABOLIC_PROCESS,0.0021250851962394987,1
GO_AMINE_BIOSYNTHETIC_PROCESS,0.0004535826359312818,1
GO_LIPID_HYDROXYLATION,0.0016046243863312693,1
GO_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS,0.0009565814682081665,1
GO_AMINO_ACID_BETAINE_BIOSYNTHETIC_PROCESS,0.0004239838276319044,1
GO_PROGESTERONE_BIOSYNTHETIC_PROCESS,0.00025186475365259126,1
GO_GLUTATHIONE_CATABOLIC_PROCESS,0.00021292862299591802,1
GO_RIBOFLAVIN_METABOLIC_PROCESS,5.434792534261875e-05,1
GO_ISOPRENOID_CATABOLIC_PROCESS,0.0005197011764373579,1
GO_RESPONSE_TO_ALUMINUM_ION,0.00018480217021112059,1
GO_POLYAMINE_TRANSPORT,2.4849893497846754e-05,1
GO_COBALAMIN_TRANSPORT,0.0003310175249353187,1
GO_PEROXISOMAL_MEMBRANE_TRANSPORT,0.00022740283594867845,1
GO_ANTIBIOTIC_BIOSYNTHETIC_PROCESS,0.0010926719360626188,1
GO_ANTIBIOTIC_CATABOLIC_PROCESS,0.002904473937272206,1
GO_PHENOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS,0.0004255103690161106,1
GO_ALDITOL_BIOSYNTHETIC_PROCESS,0.0001603595470388532,1
GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,0.024567405651762027,1
GO_MOLYBDOPTERIN_COFACTOR_BIOSYNTHETIC_PROCESS,0.00013317673934050788,1
GO_TETRAPYRROLE_CATABOLIC_PROCESS,0.00037354094333572486,1
GO_S_ADENOSYLMETHIONINE_CYCLE,0.00014682019547117422,1
GO_CORTISOL_BIOSYNTHETIC_PROCESS,0.000616140003282114,1
GO_NEUROTRANSMITTER_CATABOLIC_PROCESS,0.0004961943464426732,1
GO_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS,0.0008380287537632975,1
GO_FAT_SOLUBLE_VITAMIN_CATABOLIC_PROCESS,0.0013714736614012816,1
GO_WATER_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS,0.0002572185076008095,1
GO_CHOLINE_CATABOLIC_PROCESS,0.00019586498139683624,1
GO_INDOLE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.00022346781701941011,1
GO_INDOLE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,0.0004851291297149745,1
GO_HORMONE_CATABOLIC_PROCESS,0.00046640767689814757,1
GO_CELLULAR_ALCOHOL_METABOLIC_PROCESS,0.0009229597842274757,1
GO_GLYCEROL_ETHER_BIOSYNTHETIC_PROCESS,0.0002489805326014559,1
GO_KETONE_BODY_BIOSYNTHETIC_PROCESS,0.00023851988409219596,1
GO_TESTOSTERONE_BIOSYNTHETIC_PROCESS,0.0006656135682159315,1
GO_RESPONSE_TO_PROSTAGLANDIN_D,0.00042514783379959644,1
GO_CELLULAR_LIPID_BIOSYNTHETIC_PROCESS,0.00025406149474989777,1
GO_SEQUESTERING_OF_IRON_ION,0.00024064241957838864,1
GO_CELLULAR_RESPONSE_TO_ALDEHYDE,0.0006002890213873947,1
GO_XYLULOSE_5_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.00027839204143462274,1
GO_PRIMARY_AMINO_COMPOUND_BIOSYNTHETIC_PROCESS,0.0001981409370245228,1
GO_QUINONE_BIOSYNTHETIC_PROCESS,0.0005825376219110141,1
GO_GLUTATHIONE_DERIVATIVE_BIOSYNTHETIC_PROCESS,0.0014244258536768811,1
GO_REGULATION_OF_POLYAMINE_TRANSMEMBRANE_TRANSPORT,1.9121857415283164e-05,1
GO_TERTIARY_ALCOHOL_METABOLIC_PROCESS,0.0019669496132305258,1
GO_LONG_CHAIN_FATTY_ACID_BINDING,0.0003415483390291957,1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR,0.0028227963184956134,1
GO_AMINO_ACID_BINDING,0.0011636547074099233,1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS,0.00442805618424602,1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS,0.00533547102031481,1
GO_QUINONE_BINDING,0.002261522626725887,1
GO_STEROID_DEHYDROGENASE_ACTIVITY,0.003063314846004238,1
GO_CARBOHYDRATE_BINDING,0.0009000369686995158,1
GO_FATTY_ACYL_COA_BINDING,0.0010622566616075378,1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,0.01749685988874993,1
GO_RETINOIC_ACID_BINDING,0.0010340303272594992,1
GO_DEMETHYLASE_ACTIVITY,0.0022436600567697323,1
GO_RACEMASE_AND_EPIMERASE_ACTIVITY,0.00015738410832850865,1
GO_CARBOXY_LYASE_ACTIVITY,0.00064345232619325,1
GO_FMN_BINDING,0.0013668050821030518,1
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS,0.001446924640643006,1
GO_PRENYLTRANSFERASE_ACTIVITY,0.00016131298831923967,1
GO_COA_HYDROLASE_ACTIVITY,0.0004345050194116443,1
GO_ARYL_SULFOTRANSFERASE_ACTIVITY,0.00013938751503146828,1
GO_HYDRO_LYASE_ACTIVITY,0.0007227472679222172,1
GO_THIOLESTER_HYDROLASE_ACTIVITY,0.00045018693351415686,1
GO_CIS_TRANS_ISOMERASE_ACTIVITY,0.0001663708223994774,1
GO_ALDEHYDE_DEHYDROGENASE_NAD_ACTIVITY,0.001101821911752921,1
GO_FAD_BINDING,0.002600170380322992,1
GO_FATTY_ACID_BINDING,0.0011210118223041862,1
GO_NADPH_BINDING,0.001296707302382633,1
GO_GLUTATHIONE_PEROXIDASE_ACTIVITY,0.0014122005778884972,1
GO_PSEUDOURIDINE_SYNTHASE_ACTIVITY,1.4848586149334542e-05,1
GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY,0.002093042068524715,1
GO_L_ASCORBIC_ACID_BINDING,0.002498141943713353,1
GO_MANNOSE_BINDING,9.870999522701482e-05,1
GO_FOLIC_ACID_BINDING,0.00024029863543453115,1
GO_TOXIC_SUBSTANCE_BINDING,0.00020429590024989718,1
GO_ESTRADIOL_17_BETA_DEHYDROGENASE_ACTIVITY,0.0009064648355601385,1
GO_HISTONE_DEMETHYLASE_ACTIVITY,0.0013083883670255239,1
GO_MACROLIDE_BINDING,7.72665157347952e-06,1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR,0.00032728627361855526,1
GO_DIOXYGENASE_ACTIVITY,0.005890792416047334,1
GO_CARBON_CARBON_LYASE_ACTIVITY,0.0009058634117491236,1
GO_MONOOXYGENASE_ACTIVITY,0.016273535079580508,1
GO_COPPER_ION_BINDING,0.0014827761090030647,1
GO_INTRAMOLECULAR_TRANSFERASE_ACTIVITY,8.923599101295732e-05,1
GO_OLIGOPEPTIDE_BINDING,0.0006882627000404499,1
GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY,0.0024615630008597137,1
GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS,0.0008929864213165232,1
GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS_NAD_OR_NADP_AS_ACCEPTOR,0.0003971273316485769,1
GO_TRANSITION_METAL_ION_BINDING,0.008322600458906917,1
GO_OMEGA_PEPTIDASE_ACTIVITY,0.00017765087082885278,1
GO_PALMITOYL_COA_HYDROLASE_ACTIVITY,0.00032294882367374925,1
GO_RETINAL_BINDING,0.00043416214186737563,1
GO_PROTEIN_DISULFIDE_OXIDOREDUCTASE_ACTIVITY,0.0012444338455083674,1
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS,0.0001479901389897122,1
GO_FERROUS_IRON_BINDING,0.0014748589795543115,1
GO_NAD_BINDING,0.004211657241430602,1
