Community,Pathway
1,GO_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS
1,GO_ISOCITRATE_DEHYDROGENASE_ACTIVITY
1,REACTOME_PEROXISOMAL_LIPID_METABOLISM
1,GO_LACTATE_DEHYDROGENASE_ACTIVITY
1,GO_N_N_DIMETHYLANILINE_MONOOXYGENASE_ACTIVITY
1,REACTOME_METABOLISM_OF_STEROID_HORMONES
1,REACTOME_PREGNENOLONE_BIOSYNTHESIS
1,REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM
1,REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES
1,REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM
1,REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM
1,REACTOME_NICOTINATE_METABOLISM
1,GO_PENTOSE_METABOLIC_PROCESS
1,REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM
1,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS
1,GO_PROCOLLAGEN_PROLINE_4_DIOXYGENASE_ACTIVITY
1,REACTOME_NICOTINAMIDE_SALVAGING
1,GO_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS
1,GO_L_LACTATE_DEHYDROGENASE_ACTIVITY
1,GO_SELENIUM_BINDING
1,GO_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR
1,GO_NADPH_BINDING
1,GO_SUPEROXIDE_GENERATING_NADPH_OXIDASE_ACTIVITY
1,GO_FATTY_ACID_BINDING
1,GO_ISOPRENOID_BINDING
1,GO_ORGANIC_ACID_BINDING
1,GO_FAD_BINDING
1,GO_CARBON_SULFUR_LYASE_ACTIVITY
1,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY
1,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
1,REACTOME_TRYPTOPHAN_CATABOLISM
1,REACTOME_CHOLESTEROL_BIOSYNTHESIS
1,REACTOME_METABOLISM_OF_PORPHYRINS
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN
1,GO_VITAMIN_BINDING
1,GO_GLUTATHIONE_TRANSFERASE_ACTIVITY
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_OXYGEN_AS_ACCEPTOR
1,GO_LYASE_ACTIVITY
1,GO_ALDEHYDE_DEHYDROGENASE_NAD_ACTIVITY
1,GO_CIS_TRANS_ISOMERASE_ACTIVITY
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR
1,GO_THIOLESTER_HYDROLASE_ACTIVITY
1,GO_HYDRO_LYASE_ACTIVITY
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS
1,GO_ARYL_SULFOTRANSFERASE_ACTIVITY
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN
1,GO_INTRAMOLECULAR_TRANSFERASE_ACTIVITY_PHOSPHOTRANSFERASES
1,GO_COA_HYDROLASE_ACTIVITY
1,GO_PRENYLTRANSFERASE_ACTIVITY
1,GO_GLUTATHIONE_PEROXIDASE_ACTIVITY
1,GO_NADP_BINDING
1,GO_PSEUDOURIDINE_SYNTHASE_ACTIVITY
1,GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY
1,GO_DIOXYGENASE_ACTIVITY
1,GO_CARBON_CARBON_LYASE_ACTIVITY
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR
1,GO_MONOOXYGENASE_ACTIVITY
1,GO_COPPER_ION_BINDING
1,GO_MACROLIDE_BINDING
1,REACTOME_GLUCURONIDATION
1,GO_INTRAMOLECULAR_TRANSFERASE_ACTIVITY
1,GO_HISTONE_DEMETHYLASE_ACTIVITY
1,GO_OLIGOPEPTIDE_BINDING
1,GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY
1,GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS
1,GO_OXIDOREDUCTASE_ACTIVITY_OXIDIZING_METAL_IONS_NAD_OR_NADP_AS_ACCEPTOR
1,GO_TRANSITION_METAL_ION_BINDING
1,GO_ESTRADIOL_17_BETA_DEHYDROGENASE_ACTIVITY
1,GO_TOXIC_SUBSTANCE_BINDING
1,GO_OMEGA_PEPTIDASE_ACTIVITY
1,GO_PALMITOYL_COA_HYDROLASE_ACTIVITY
1,GO_RETINAL_BINDING
1,GO_PROTEIN_DISULFIDE_OXIDOREDUCTASE_ACTIVITY
1,REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES
1,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS
1,GO_FERROUS_IRON_BINDING
1,GO_NAD_BINDING
1,REACTOME_GLUTATHIONE_CONJUGATION
1,GO_FOLIC_ACID_BINDING
1,GO_MANNOSE_BINDING
1,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS
1,GO_L_ASCORBIC_ACID_BINDING
1,GO_OXYGEN_BINDING
1,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS
1,GO_FMN_BINDING
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR
1,REACTOME_O2_CO2_EXCHANGE_IN_ERYTHROCYTES
1,REACTOME_ACYL_CHAIN_REMODELING_OF_CL
1,GO_C_ACYLTRANSFERASE_ACTIVITY
1,GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY
1,GO_TERTIARY_ALCOHOL_METABOLIC_PROCESS
1,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN
1,REACTOME_METHYLATION
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR
1,GO_REGULATION_OF_POLYAMINE_TRANSMEMBRANE_TRANSPORT
1,GO_OXIDOREDUCTASE_ACTIVITY
1,GO_MONOSACCHARIDE_BINDING
1,GO_GLUTATHIONE_DERIVATIVE_BIOSYNTHETIC_PROCESS
1,GO_QUINONE_BIOSYNTHETIC_PROCESS
1,GO_CARBON_OXYGEN_LYASE_ACTIVITY
1,GO_PRIMARY_AMINO_COMPOUND_BIOSYNTHETIC_PROCESS
1,GO_MONOCARBOXYLIC_ACID_BINDING
1,GO_ISOMERASE_ACTIVITY
1,GO_XYLULOSE_5_PHOSPHATE_BIOSYNTHETIC_PROCESS
1,GO_CELLULAR_RESPONSE_TO_ALDEHYDE
1,REACTOME_SULFIDE_OXIDATION_TO_SULFATE
1,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE
1,REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE
1,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS
1,GO_SEQUESTERING_OF_IRON_ION
1,GO_CELLULAR_LIPID_BIOSYNTHETIC_PROCESS
1,GO_RESPONSE_TO_PROSTAGLANDIN_D
1,GO_TESTOSTERONE_BIOSYNTHETIC_PROCESS
1,GO_KETONE_BODY_BIOSYNTHETIC_PROCESS
1,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
1,GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS
1,GO_2_IRON_2_SULFUR_CLUSTER_BINDING
1,GO_CARBOXY_LYASE_ACTIVITY
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR
1,GO_RACEMASE_AND_EPIMERASE_ACTIVITY
1,GO_DEMETHYLASE_ACTIVITY
1,REACTOME_PYRUVATE_METABOLISM
1,GO_CARBONATE_DEHYDRATASE_ACTIVITY
1,GO_RETINOIC_ACID_BINDING
1,REACTOME_METHIONINE_SALVAGE_PATHWAY
1,REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H
1,GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_TRANSPOSING_C_C_BONDS
1,GO_FATTY_ACYL_COA_BINDING
1,GO_CARBOHYDRATE_BINDING
1,GO_COFACTOR_BINDING
1,GO_GLYCEROL_ETHER_BIOSYNTHETIC_PROCESS
1,GO_STEROID_DEHYDROGENASE_ACTIVITY
1,REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM
1,GO_TETRAPYRROLE_BINDING
1,REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS
1,GO_IRON_ION_BINDING
1,GO_STEROID_HYDROXYLASE_ACTIVITY
1,GO_RETINOL_BINDING
1,GO_RETINOL_DEHYDROGENASE_ACTIVITY
1,GO_QUINONE_BINDING
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS
1,GO_AMINO_ACID_BINDING
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR
1,GO_LONG_CHAIN_FATTY_ACID_BINDING
1,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS
1,REACTOME_ARACHIDONIC_ACID_METABOLISM
1,GO_S_METHYLTRANSFERASE_ACTIVITY
1,GO_PALMITOYL_PROTEIN_HYDROLASE_ACTIVITY
1,GO_VITAMIN_B6_BINDING
1,GO_THYROID_HORMONE_BINDING
1,GO_AROMATASE_ACTIVITY
1,GO_NADPLUS_BINDING
1,KEGG_PEROXISOME
1,REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM
1,REACTOME_PHENYLALANINE_METABOLISM
1,GO_LEUCINE_BINDING
1,REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM
1,REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM
1,REACTOME_TYROSINE_CATABOLISM
1,GO_HISTONE_DEMETHYLASE_ACTIVITY_H3_K27_SPECIFIC_
1,REACTOME_METABOLISM_OF_STEROIDS
1,REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS
1,REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA
1,REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA
1,REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA
1,REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA
1,REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA
1,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS
1,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS
1,REACTOME_SYNTHESIS_OF_KETONE_BODIES
1,REACTOME_KETONE_BODY_METABOLISM
1,REACTOME_DNA_DAMAGE_REVERSAL
1,GO_ESTROGEN_16_ALPHA_HYDROXYLASE_ACTIVITY
1,REACTOME_ALPHA_OXIDATION_OF_PHYTANATE
1,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION
1,REACTOME_FATTY_ACID_METABOLISM
1,REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA
1,REACTOME_METABOLISM_OF_COFACTORS
1,REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS
1,GO_ORNITHINE_DECARBOXYLASE_REGULATOR_ACTIVITY
1,GO_MOLYBDOPTERIN_COFACTOR_BINDING
1,GO_GLYCERALDEHYDE_3_PHOSPHATE_DEHYDROGENASE_NADPLUS__NON_PHOSPHORYLATING_ACTIVITY
1,GO_CADMIUM_ION_BINDING
1,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS_ACYL_GROUPS_CONVERTED_INTO_ALKYL_ON_TRANSFER
1,REACTOME_SERINE_BIOSYNTHESIS
1,GO_TESTOSTERONE_DEHYDROGENASE_NADPLUS_ACTIVITY
1,GO_KETOSTEROID_MONOOXYGENASE_ACTIVITY
1,REACTOME_PROTEIN_LOCALIZATION
1,REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT
1,REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS
1,REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS
1,REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES
1,REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS
1,REACTOME_BIOSYNTHESIS_OF_E_SERIES_18_S_RESOLVINS
1,GO_UBIQUINONE_BINDING
1,REACTOME_BIOSYNTHESIS_OF_MARESINS
1,REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS
1,GO_ICOSANOID_BINDING
1,GO_ICOSATETRAENOIC_ACID_BINDING
1,GO_ARACHIDONIC_ACID_BINDING
1,REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM
1,REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM
1,GO_HISTONE_DEMETHYLASE_ACTIVITY_H3_K36_SPECIFIC_
1,GO_PEROXIREDOXIN_ACTIVITY
1,GO_NADP_RETINOL_DEHYDROGENASE_ACTIVITY
1,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES
1,REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM
1,REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS
1,GO_HYPOGLYCIN_A_GAMMA_GLUTAMYL_TRANSPEPTIDASE_ACTIVITY
1,GO_MYRISTOYL_COA_HYDROLASE_ACTIVITY
1,REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION
1,REACTOME_RA_BIOSYNTHESIS_PATHWAY
1,REACTOME_SIGNALING_BY_RETINOIC_ACID
1,KEGG_STARCH_AND_SUCROSE_METABOLISM
1,KEGG_GLUTATHIONE_METABOLISM
1,KEGG_SELENOAMINO_ACID_METABOLISM
1,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
1,KEGG_BETA_ALANINE_METABOLISM
1,KEGG_TRYPTOPHAN_METABOLISM
1,KEGG_PHENYLALANINE_METABOLISM
1,KEGG_TYROSINE_METABOLISM
1,KEGG_HISTIDINE_METABOLISM
1,KEGG_ARGININE_AND_PROLINE_METABOLISM
1,KEGG_LYSINE_DEGRADATION
1,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
1,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
1,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
1,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
1,KEGG_OXIDATIVE_PHOSPHORYLATION
1,KEGG_STEROID_HORMONE_BIOSYNTHESIS
1,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
1,KEGG_STEROID_BIOSYNTHESIS
1,KEGG_FATTY_ACID_METABOLISM
1,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
1,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
1,REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE
1,KEGG_CITRATE_CYCLE_TCA_CYCLE
1,REACTOME_METABOLISM_OF_LIPIDS
1,GO_FATTY_ACID_DERIVATIVE_BINDING
1,REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES
1,REACTOME_TP53_REGULATES_METABOLIC_GENES
1,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
1,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
1,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
1,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
1,REACTOME_LYSINE_CATABOLISM
1,REACTOME_PROPIONYL_COA_CATABOLISM
1,KEGG_NITROGEN_METABOLISM
1,KEGG_LIMONENE_AND_PINENE_DEGRADATION
1,KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
1,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
1,KEGG_RETINOL_METABOLISM
1,KEGG_FOLATE_BIOSYNTHESIS
1,REACTOME_HISTIDINE_CATABOLISM
1,GO_FUCOSE_BINDING
1,REACTOME_UREA_CYCLE
1,KEGG_BUTANOATE_METABOLISM
1,KEGG_PROPANOATE_METABOLISM
1,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
1,KEGG_PYRUVATE_METABOLISM
1,REACTOME_FRUCTOSE_CATABOLISM
1,REACTOME_COMPLEX_I_BIOGENESIS
1,REACTOME_CHOLINE_CATABOLISM
1,REACTOME_PROTEIN_REPAIR
1,KEGG_ARACHIDONIC_ACID_METABOLISM
1,REACTOME_DISEASES_OF_METABOLISM
1,REACTOME_MELANIN_BIOSYNTHESIS
1,REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE
1,REACTOME_FRUCTOSE_METABOLISM
1,KEGG_ONE_CARBON_POOL_BY_FOLATE
1,GO_GLUTATHIONE_HYDROLASE_ACTIVITY
1,REACTOME_PEROXISOMAL_PROTEIN_IMPORT
1,REACTOME_ETHANOL_OXIDATION
1,GO_LIGASE_ACTIVITY_FORMING_CARBON_CARBON_BONDS
1,GO_CELLULAR_HORMONE_METABOLIC_PROCESS
1,GO_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS
1,REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION
1,GO_LONG_CHAIN_FATTY_ACYL_COA_BINDING
1,GO_COBALAMIN_METABOLIC_PROCESS
1,GO_MALATE_DEHYDROGENASE_ACTIVITY
1,GO_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS
1,REACTOME_ANDROGEN_BIOSYNTHESIS
1,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS
1,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL
1,GO_RACEMASE_AND_EPIMERASE_ACTIVITY_ACTING_ON_CARBOHYDRATES_AND_DERIVATIVES
1,REACTOME_DISEASES_ASSOCIATED_WITH_VISUAL_TRANSDUCTION
1,GO_PEPTIDE_METABOLIC_PROCESS
1,GO_CYCLOHYDROLASE_ACTIVITY
