pathway,label,category
GO_FILOPODIUM_MEMBRANE,126.0,GO_MEMBRANE
GO_TRANSCRIPTION_EXPORT_COMPLEX,224.0,GO_TRANSCRIPTION_EXPORT_COMPLEX
GO_SPERM_PART,0.0,GO_3M_COMPLEX
GO_U1_SNRNP,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_ANCHORED_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,113.0,GO_INTRINSIC_COMPONENT_OF_MEMBRANE
GO_NUCLEOID,158.0,GO_NUCLEOID
GO_KINESIN_COMPLEX,129.0,GO_MICROTUBULE_ASSOCIATED_COMPLEX
GO_BASOLATERAL_PLASMA_MEMBRANE,126.0,GO_MEMBRANE
GO_NUCLEAR_OUTER_MEMBRANE,126.0,GO_MEMBRANE
GO_CATION_TRANSPORTING_ATPASE_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_CYTOPLASMIC_STRESS_GRANULE,159.0,GO_ORGANELLE
GO_SECRETORY_GRANULE,159.0,GO_ORGANELLE
GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_OUTER_MEMBRANE,113.0,GO_INTRINSIC_COMPONENT_OF_MEMBRANE
GO_OXIDOREDUCTASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_VESICLE_MEMBRANE,126.0,GO_MEMBRANE
GO_SAGA_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_AUTOPHAGOSOME,159.0,GO_ORGANELLE
GO_LARGE_RIBOSOMAL_SUBUNIT,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_ZYMOGEN_GRANULE,159.0,GO_ORGANELLE
GO_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE,126.0,GO_MEMBRANE
GO_ENDOSOME_LUMEN,127.0,GO_MEMBRANE_ENCLOSED_LUMEN
GO_INTERCALATED_DISC,24.0,GO_CELL_JUNCTION
GO_LATE_ENDOSOME_MEMBRANE,126.0,GO_MEMBRANE
GO_EXCITATORY_SYNAPSE,24.0,GO_CELL_JUNCTION
GO_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,0.0,GO_3M_COMPLEX
GO_CHROMOSOME_CENTROMERIC_REGION,0.0,GO_3M_COMPLEX
GO_DNA_POLYMERASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_PLATELET_ALPHA_GRANULE,159.0,GO_ORGANELLE
GO_TELOMERASE_HOLOENZYME_COMPLEX,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE,113.0,GO_INTRINSIC_COMPONENT_OF_MEMBRANE
GO_ADA2_GCN5_ADA3_TRANSCRIPTION_ACTIVATOR_COMPLEX,0.0,GO_3M_COMPLEX
GO_SARCOPLASMIC_RETICULUM_MEMBRANE,126.0,GO_MEMBRANE
GO_U2_TYPE_SPLICEOSOMAL_COMPLEX,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_PLASMA_MEMBRANE_RECEPTOR_COMPLEX,0.0,GO_3M_COMPLEX
GO_ACROSOMAL_MEMBRANE,126.0,GO_MEMBRANE
GO_MICROBODY_MEMBRANE,126.0,GO_MEMBRANE
GO_COPI_VESICLE_COAT,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_CYTOPLASMIC_SIDE_OF_MEMBRANE,200.0,GO_SIDE_OF_MEMBRANE
GO_PLATELET_ALPHA_GRANULE_MEMBRANE,126.0,GO_MEMBRANE
GO_NEURON_PROJECTION_TERMINUS,148.0,GO_NEURON_PROJECTION_TERMINUS
GO_CYTOPLASMIC_REGION,55.0,GO_CYTOPLASM
GO_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX,0.0,GO_3M_COMPLEX
GO_RIBOSOME,159.0,GO_ORGANELLE
GO_MHC_PROTEIN_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_ACTIN_CYTOSKELETON,159.0,GO_ORGANELLE
GO_GLYCOPROTEIN_COMPLEX,96.0,GO_GLYCOPROTEIN_COMPLEX
GO_EXOCYTIC_VESICLE,159.0,GO_ORGANELLE
GO_RNA_POLYMERASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_MRNA_CLEAVAGE_FACTOR_COMPLEX,140.0,GO_MRNA_CLEAVAGE_FACTOR_COMPLEX
GO_PERINUCLEAR_REGION_OF_CYTOPLASM,171.0,GO_PERINUCLEAR_REGION_OF_CYTOPLASM
GO_NUCLEOLAR_PART,0.0,GO_3M_COMPLEX
GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_COMPLEX,225.0,GO_TRANSCRIPTION_FACTOR_COMPLEX
GO_INO80_TYPE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_CELL_CORTEX_PART,0.0,GO_3M_COMPLEX
GO_SMN_COMPLEX,204.0,GO_SMN_COMPLEX
GO_GOLGI_STACK,161.0,GO_ORGANELLE_SUBCOMPARTMENT
GO_SCF_UBIQUITIN_LIGASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_CD40_RECEPTOR_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_BLOC_1_COMPLEX,12.0,GO_BLOC_COMPLEX
GO_T_CELL_RECEPTOR_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_CYTOSOLIC_PART,0.0,GO_3M_COMPLEX
GO_VACUOLE,159.0,GO_ORGANELLE
GO_SECRETORY_VESICLE,159.0,GO_ORGANELLE
GO_NUCLEAR_SPECK,150.0,GO_NUCLEAR_BODY
GO_NUCLEAR_TRANSCRIPTIONAL_REPRESSOR_COMPLEX,222.0,GO_TRANSCRIPTIONAL_REPRESSOR_COMPLEX
GO_NUCLEAR_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_SITE_OF_POLARIZED_GROWTH,202.0,GO_SITE_OF_POLARIZED_GROWTH
GO_ENDOCYTIC_VESICLE,159.0,GO_ORGANELLE
GO_CHROMOSOMAL_REGION,36.0,GO_CHROMOSOMAL_REGION
GO_INCLUSION_BODY,106.0,GO_INCLUSION_BODY
GO_MITOTIC_SPINDLE,159.0,GO_ORGANELLE
GO_ANAPHASE_PROMOTING_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_NUCLEAR_INCLUSION_BODY,106.0,GO_INCLUSION_BODY
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN,0.0,GO_3M_COMPLEX
GO_MALE_GERM_CELL_NUCLEUS,159.0,GO_ORGANELLE
GO_MYOFILAMENT,145.0,GO_MYOFILAMENT
GO_GEMINI_OF_COILED_BODIES,150.0,GO_NUCLEAR_BODY
GO_CELL_PROJECTION_MEMBRANE,126.0,GO_MEMBRANE
GO_APICAL_PART_OF_CELL,4.0,GO_APICAL_PART_OF_CELL
GO_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE,113.0,GO_INTRINSIC_COMPONENT_OF_MEMBRANE
GO_SPINDLE_POLE,214.0,GO_SPINDLE_POLE
GO_FANCONI_ANAEMIA_NUCLEAR_COMPLEX,84.0,GO_FANCONI_ANAEMIA_NUCLEAR_COMPLEX
GO_SEX_CHROMOSOME,159.0,GO_ORGANELLE
GO_NEURON_PART,0.0,GO_3M_COMPLEX
GO_CAJAL_BODY,150.0,GO_NUCLEAR_BODY
GO_ROUGH_ENDOPLASMIC_RETICULUM,159.0,GO_ORGANELLE
GO_TRANSFERASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_APICAL_JUNCTION_COMPLEX,24.0,GO_CELL_JUNCTION
GO_MICROBODY,159.0,GO_ORGANELLE
GO_GERM_CELL_NUCLEUS,159.0,GO_ORGANELLE
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,113.0,GO_INTRINSIC_COMPONENT_OF_MEMBRANE
GO_PORE_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_LUMENAL_SIDE_OF_MEMBRANE,200.0,GO_SIDE_OF_MEMBRANE
GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE,126.0,GO_MEMBRANE
GO_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX_,0.0,GO_3M_COMPLEX
GO_INTRINSIC_COMPONENT_OF_PEROXISOMAL_MEMBRANE,113.0,GO_INTRINSIC_COMPONENT_OF_MEMBRANE
GO_VESICLE_COAT,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_POSTSYNAPSE,176.0,GO_POSTSYNAPSE
GO_PRECATALYTIC_SPLICEOSOME,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_AXON,26.0,GO_CELL_PROJECTION
GO_CLATHRIN_COAT,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_BASAL_PLASMA_MEMBRANE,126.0,GO_MEMBRANE
GO_MCM_COMPLEX,124.0,GO_MCM_COMPLEX
GO_NUCLEAR_BODY,150.0,GO_NUCLEAR_BODY
GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_CLATHRIN_COATED_VESICLE,159.0,GO_ORGANELLE
GO_PROTEIN_KINASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_VESICLE_LUMEN,127.0,GO_MEMBRANE_ENCLOSED_LUMEN
GO_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION,184.0,GO_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION
GO_TRANS_GOLGI_NETWORK,161.0,GO_ORGANELLE_SUBCOMPARTMENT
GO_PHOTORECEPTOR_OUTER_SEGMENT_MEMBRANE,126.0,GO_MEMBRANE
GO_HOPS_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_ORGANELLE_MEMBRANE_CONTACT_SITE,160.0,GO_ORGANELLE_MEMBRANE_CONTACT_SITE
GO_SODIUM_CHANNEL_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX,78.0,GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX
GO_CCR4_NOT_COMPLEX,19.0,GO_CCR4_NOT_COMPLEX
GO_M_BAND,147.0,GO_M_BAND
GO_NPBAF_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_CORTICAL_CYTOSKELETON,159.0,GO_ORGANELLE
GO_MYOSIN_FILAMENT,217.0,GO_SUPRAMOLECULAR_COMPLEX
GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_SNARE_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_DNA_REPLICATION_FACTOR_A_COMPLEX,65.0,GO_DNA_REPLICATION_FACTOR_A_COMPLEX
GO_UBIQUITIN_LIGASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE,126.0,GO_MEMBRANE
GO_AXON_INITIAL_SEGMENT,6.0,GO_AXON_INITIAL_SEGMENT
GO_U2_SNRNP,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_ACTIN_FILAMENT_BUNDLE,1.0,GO_ACTIN_FILAMENT_BUNDLE
GO_PERINUCLEAR_ENDOPLASMIC_RETICULUM,170.0,GO_PERINUCLEAR_ENDOPLASMIC_RETICULUM
GO_CILIARY_TIP,40.0,GO_CILIARY_TIP
GO_PRONUCLEUS,159.0,GO_ORGANELLE
GO_ORGANELLE_INNER_MEMBRANE,126.0,GO_MEMBRANE
GO_GOLGI_CISTERNA,161.0,GO_ORGANELLE_SUBCOMPARTMENT
GO_NUCLEAR_NUCLEOSOME,62.0,GO_DNA_PACKAGING_COMPLEX
GO_PCG_PROTEIN_COMPLEX,164.0,GO_PCG_PROTEIN_COMPLEX
GO_GOLGI_APPARATUS_PART,0.0,GO_3M_COMPLEX
GO_POTASSIUM_CHANNEL_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_SMALL_RIBOSOMAL_SUBUNIT,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_COPI_COATED_VESICLE_MEMBRANE,126.0,GO_MEMBRANE
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_CENTROSOME,132.0,GO_MICROTUBULE_ORGANIZING_CENTER
GO_SET1C_COMPASS_COMPLEX,0.0,GO_3M_COMPLEX
GO_PROTEIN_PHOSPHATASE_TYPE_1_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_NODE_OF_RANVIER,149.0,GO_NODE_OF_RANVIER
GO_COMPACT_MYELIN,46.0,GO_COMPACT_MYELIN
GO_MOTILE_CILIUM,26.0,GO_CELL_PROJECTION
GO_MICROVILLUS,26.0,GO_CELL_PROJECTION
GO_DENDRITIC_SHAFT,58.0,GO_DENDRITIC_SHAFT
GO_CYTOSOLIC_PROTEASOME_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_PML_BODY,150.0,GO_NUCLEAR_BODY
GO_CELL_CORTEX_REGION,55.0,GO_CYTOPLASM
GO_NEURON_SPINE,26.0,GO_CELL_PROJECTION
GO_ENDOPLASMIC_RETICULUM_PART,0.0,GO_3M_COMPLEX
GO_NUCLEAR_CHROMOSOME,159.0,GO_ORGANELLE
GO_ENDOCYTIC_VESICLE_MEMBRANE,126.0,GO_MEMBRANE
GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE,186.0,GO_PROTEIN_LIPID_COMPLEX
GO_NMDA_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_BLOOD_MICROPARTICLE,13.0,GO_BLOOD_MICROPARTICLE
GO_PRERIBOSOME,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_PARANODE_REGION_OF_AXON,163.0,GO_PARANODE_REGION_OF_AXON
GO_AXONAL_GROWTH_CONE,202.0,GO_SITE_OF_POLARIZED_GROWTH
GO_PROTEIN_DNA_COMPLEX,185.0,GO_PROTEIN_DNA_COMPLEX
GO_APICAL_DENDRITE,26.0,GO_CELL_PROJECTION
GO_ACTOMYOSIN,2.0,GO_ACTOMYOSIN
GO_STEREOCILIUM_BUNDLE,43.0,GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS
GO_ORGANELLAR_RIBOSOME,159.0,GO_ORGANELLE
GO_TRANSCRIPTIONAL_REPRESSOR_COMPLEX,222.0,GO_TRANSCRIPTIONAL_REPRESSOR_COMPLEX
GO_NUCLEAR_REPLICATION_FORK,192.0,GO_REPLICATION_FORK
GO_INVADOPODIUM,26.0,GO_CELL_PROJECTION
GO_EXON_EXON_JUNCTION_COMPLEX,80.0,GO_EXON_EXON_JUNCTION_COMPLEX
GO_CILIARY_PART,0.0,GO_3M_COMPLEX
GO_COSTAMERE,50.0,GO_COSTAMERE
GO_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX,0.0,GO_3M_COMPLEX
GO_CHROMATIN,35.0,GO_CHROMATIN
GO_BASEMENT_MEMBRANE,81.0,GO_EXTRACELLULAR_MATRIX
GO_BRUSH_BORDER,43.0,GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS
GO_MITOCHONDRIAL_MATRIX,127.0,GO_MEMBRANE_ENCLOSED_LUMEN
GO_PLATELET_DENSE_TUBULAR_NETWORK,159.0,GO_ORGANELLE
GO_CELL_JUNCTION,24.0,GO_CELL_JUNCTION
GO_NUCLEAR_CHROMATIN,35.0,GO_CHROMATIN
GO_COMPLEX_OF_COLLAGEN_TRIMERS,217.0,GO_SUPRAMOLECULAR_COMPLEX
GO_EARLY_ENDOSOME_MEMBRANE,126.0,GO_MEMBRANE
GO_TRANSCRIPTION_FACTOR_COMPLEX,225.0,GO_TRANSCRIPTION_FACTOR_COMPLEX
GO_MYELIN_SHEATH,142.0,GO_MYELIN_SHEATH
GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_PLATELET_ALPHA_GRANULE_LUMEN,127.0,GO_MEMBRANE_ENCLOSED_LUMEN
GO_MICROVILLUS_MEMBRANE,126.0,GO_MEMBRANE
GO_RIBONUCLEOPROTEIN_GRANULE,159.0,GO_ORGANELLE
GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE,159.0,GO_ORGANELLE
GO_ARP2_3_PROTEIN_COMPLEX,0.0,GO_3M_COMPLEX
GO_LEADING_EDGE_MEMBRANE,121.0,GO_LEADING_EDGE_MEMBRANE
GO_CONTRACTILE_FIBER,159.0,GO_ORGANELLE
GO_TRANSCRIPTION_FACTOR_TFTC_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS,43.0,GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS
GO_PHAGOCYTIC_CUP,172.0,GO_PHAGOCYTIC_CUP
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN,0.0,GO_3M_COMPLEX
GO_CYTOSKELETAL_PART,0.0,GO_3M_COMPLEX
GO_MICROTUBULE,217.0,GO_SUPRAMOLECULAR_COMPLEX
GO_COPI_COATED_VESICLE,159.0,GO_ORGANELLE
GO_NUCLEAR_EUCHROMATIN,35.0,GO_CHROMATIN
GO_CORTICAL_ACTIN_CYTOSKELETON,159.0,GO_ORGANELLE
GO_PERICENTRIC_HETEROCHROMATIN,35.0,GO_CHROMATIN
GO_GLIAL_CELL_PROJECTION,26.0,GO_CELL_PROJECTION
GO_SPECIFIC_GRANULE,159.0,GO_ORGANELLE
GO_HETEROTRIMERIC_G_PROTEIN_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_ENDOPLASMIC_RETICULUM_LUMEN,127.0,GO_MEMBRANE_ENCLOSED_LUMEN
GO_LATERAL_PLASMA_MEMBRANE,120.0,GO_LATERAL_PLASMA_MEMBRANE
GO_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE,83.0,GO_EXTRINSIC_COMPONENT_OF_MEMBRANE
GO_PLATELET_DENSE_GRANULE_LUMEN,127.0,GO_MEMBRANE_ENCLOSED_LUMEN
GO_MYOSIN_COMPLEX,146.0,GO_MYOSIN_COMPLEX
GO_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_DNA_REPAIR_COMPLEX,64.0,GO_DNA_REPAIR_COMPLEX
GO_CLATHRIN_VESICLE_COAT,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_SIN3_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_ESCRT_COMPLEX,75.0,GO_ESCRT_COMPLEX
GO_CELL_SUBSTRATE_JUNCTION,24.0,GO_CELL_JUNCTION
GO_CILIARY_TRANSITION_ZONE,42.0,GO_CILIARY_TRANSITION_ZONE
GO_U5_SNRNP,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_ENDOCYTIC_VESICLE_LUMEN,127.0,GO_MEMBRANE_ENCLOSED_LUMEN
GO_HISTONE_METHYLTRANSFERASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_MICROTUBULE_PLUS_END,131.0,GO_MICROTUBULE_END
GO_SAGA_TYPE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_CELL_DIVISION_SITE,23.0,GO_CELL_DIVISION_SITE
GO_EXTRACELLULAR_MATRIX_COMPONENT,0.0,GO_3M_COMPLEX
GO_NUCLEAR_HETEROCHROMATIN,35.0,GO_CHROMATIN
GO_PRC1_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_GOLGI_ASSOCIATED_VESICLE,159.0,GO_ORGANELLE
GO_INTRINSIC_COMPONENT_OF_GOLGI_MEMBRANE,113.0,GO_INTRINSIC_COMPONENT_OF_MEMBRANE
GO_SYNAPSE,24.0,GO_CELL_JUNCTION
GO_CHLORIDE_CHANNEL_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_CLATHRIN_COAT_OF_COATED_PIT,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_SIN3_TYPE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_POSTSYNAPTIC_MEMBRANE,126.0,GO_MEMBRANE
GO_SMALL_SUBUNIT_PROCESSOME,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_RUFFLE_MEMBRANE,121.0,GO_LEADING_EDGE_MEMBRANE
GO_CELL_TRAILING_EDGE,29.0,GO_CELL_TRAILING_EDGE
GO_CATION_CHANNEL_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_MLL1_2_COMPLEX,0.0,GO_3M_COMPLEX
GO_METHYLTRANSFERASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_NUCLEOPLASM_PART,0.0,GO_3M_COMPLEX
GO_ORGANELLAR_SMALL_RIBOSOMAL_SUBUNIT,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_CELL_CELL_ADHERENS_JUNCTION,0.0,GO_3M_COMPLEX
GO_N_TERMINAL_PROTEIN_ACETYLTRANSFERASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O_,0.0,GO_3M_COMPLEX
GO_GOLGI_MEMBRANE,126.0,GO_MEMBRANE
GO_COATED_VESICLE_MEMBRANE,126.0,GO_MEMBRANE
GO_SMOOTH_ENDOPLASMIC_RETICULUM,159.0,GO_ORGANELLE
GO_ATPASE_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_NUCLEAR_INNER_MEMBRANE,126.0,GO_MEMBRANE
GO_LATE_ENDOSOME,159.0,GO_ORGANELLE
GO_VACUOLAR_LUMEN,127.0,GO_MEMBRANE_ENCLOSED_LUMEN
GO_LAMELLIPODIUM_MEMBRANE,121.0,GO_LEADING_EDGE_MEMBRANE
GO_EXOSOME_RNASE_COMPLEX_,0.0,GO_3M_COMPLEX
GO_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE,126.0,GO_MEMBRANE
GO_SPINDLE_MIDZONE,213.0,GO_SPINDLE_MIDZONE
GO_PRESYNAPTIC_MEMBRANE,126.0,GO_MEMBRANE
GO_NUCLEAR_MEMBRANE_PART,0.0,GO_3M_COMPLEX
GO_XY_BODY,159.0,GO_ORGANELLE
GO_MITOCHONDRIAL_MEMBRANE_PART,0.0,GO_3M_COMPLEX
GO_COP9_SIGNALOSOME,49.0,GO_COP9_SIGNALOSOME
GO_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,128.0,GO_MEMBRANE_PROTEIN_COMPLEX
GO_NEURON_PROJECTION,26.0,GO_CELL_PROJECTION
GO_BLOC_COMPLEX,12.0,GO_BLOC_COMPLEX
GO_BETA_CATENIN_DESTRUCTION_COMPLEX,11.0,GO_BETA_CATENIN_DESTRUCTION_COMPLEX
GO_APICOLATERAL_PLASMA_MEMBRANE,126.0,GO_MEMBRANE
GO_CATALYTIC_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_FILOPODIUM_TIP,89.0,GO_FILOPODIUM_TIP
GO_MISMATCH_REPAIR_COMPLEX,64.0,GO_DNA_REPAIR_COMPLEX
GO_AXONEME_PART,0.0,GO_3M_COMPLEX
GO_KINETOCHORE,159.0,GO_ORGANELLE
GO_INTERSTITIAL_MATRIX,81.0,GO_EXTRACELLULAR_MATRIX
GO_CYTOPLASMIC_DYNEIN_COMPLEX,18.0,GO_CATALYTIC_COMPLEX
GO_ENDOLYSOSOME_MEMBRANE,126.0,GO_MEMBRANE
GO_PRESPLICEOSOME,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_SPERM_PRINCIPAL_PIECE,212.0,GO_SPERM_PRINCIPAL_PIECE
GO_CATALYTIC_STEP_2_SPLICEOSOME,195.0,GO_RIBONUCLEOPROTEIN_COMPLEX
GO_VACUOLAR_PART,0.0,GO_3M_COMPLEX
GO_MITOCHONDRIAL_PART,0.0,GO_3M_COMPLEX
GO_MITOCHONDRION,159.0,GO_ORGANELLE
