pathway,label,category
GO_DENDRITIC_CELL_DIFFERENTIATION,51.0,GO_CELL_DIFFERENTIATION
GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,187.0,GO_REGULATION_OF_RESPONSE_TO_STIMULUS
GO_ACID_SECRETION,224.0,GO_TRANSPORT
GO_ANTIMICROBIAL_HUMORAL_RESPONSE,104.0,GO_HUMORAL_IMMUNE_RESPONSE
GO_EPIDERMIS_MORPHOGENESIS,220.0,GO_TISSUE_MORPHOGENESIS
GO_RESPONSE_TO_ZINC_ION,203.0,GO_RESPONSE_TO_INORGANIC_SUBSTANCE
GO_CELL_PART_MORPHOGENESIS,29.0,GO_CELLULAR_COMPONENT_MORPHOGENESIS
GO_PIGMENT_GRANULE_LOCALIZATION,150.0,GO_ORGANELLE_LOCALIZATION
GO_SKELETAL_MUSCLE_TISSUE_REGENERATION,221.0,GO_TISSUE_REGENERATION
GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,19.0,GO_CARBOHYDRATE_METABOLIC_PROCESS
GO_RIBOSOME_BIOGENESIS,28.0,GO_CELLULAR_COMPONENT_BIOGENESIS
GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,24.0,GO_CELLULAR_AROMATIC_COMPOUND_METABOLIC_PROCESS
GO_DENDRITIC_CELL_MIGRATION,55.0,GO_CELL_MIGRATION
GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS,143.0,GO_NERVOUS_SYSTEM_PROCESS
GO_LYSOSOMAL_TRANSPORT,121.0,GO_LYSOSOMAL_TRANSPORT
GO_POSITIVE_REGULATION_OF_HEMOPOIESIS,160.0,GO_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_MYELOID_CELL_HOMEOSTASIS,100.0,GO_HOMEOSTATIC_PROCESS
GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,177.0,GO_REGULATION_OF_DEVELOPMENTAL_PROCESS
GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_SYNAPSE_ORGANIZATION,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_METANEPHROS_DEVELOPMENT,7.0,GO_ANIMAL_ORGAN_DEVELOPMENT
GO_COLLAGEN_FIBRIL_ORGANIZATION,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_RESPONSE_TO_ESTRADIOL,206.0,GO_RESPONSE_TO_ORGANIC_SUBSTANCE
GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,184.0,GO_REGULATION_OF_METABOLIC_PROCESS
GO_CELL_CHEMOTAXIS,55.0,GO_CELL_MIGRATION
GO_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS,20.0,GO_CARDIAC_CHAMBER_MORPHOGENESIS
GO_RESPONSE_TO_AMINE,205.0,GO_RESPONSE_TO_NITROGEN_COMPOUND
GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT,181.0,GO_REGULATION_OF_LOCALIZATION
GO_PROSTATE_GLAND_MORPHOGENESIS,165.0,GO_PROSTATE_GLAND_MORPHOGENESIS
GO_INTRACELLULAR_PROTEIN_TRANSPORT,224.0,GO_TRANSPORT
GO_NEUROTRANSMITTER_UPTAKE,224.0,GO_TRANSPORT
GO_NEGATIVE_REGULATION_OF_CELL_DIVISION,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_RESPONSE_TO_PROSTAGLANDIN_E,206.0,GO_RESPONSE_TO_ORGANIC_SUBSTANCE
GO_RESPONSE_TO_STEROID_HORMONE,206.0,GO_RESPONSE_TO_ORGANIC_SUBSTANCE
GO_RESPONSE_TO_INTERLEUKIN_4,206.0,GO_RESPONSE_TO_ORGANIC_SUBSTANCE
GO_REGULATION_OF_CARTILAGE_DEVELOPMENT,177.0,GO_REGULATION_OF_DEVELOPMENTAL_PROCESS
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,187.0,GO_REGULATION_OF_RESPONSE_TO_STIMULUS
GO_RESPONSE_TO_PEPTIDE,205.0,GO_RESPONSE_TO_NITROGEN_COMPOUND
GO_CELLULAR_RESPONSE_TO_LIPID,40.0,GO_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS
GO_LIPOPROTEIN_METABOLIC_PROCESS,155.0,GO_ORGANONITROGEN_COMPOUND_METABOLIC_PROCESS
GO_ENERGY_RESERVE_METABOLIC_PROCESS,91.0,GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS,118.0,GO_LIPID_METABOLIC_PROCESS
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,184.0,GO_REGULATION_OF_METABOLIC_PROCESS
GO_PHOTOPERIODISM,208.0,GO_RESPONSE_TO_RADIATION
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION,51.0,GO_CELL_DIFFERENTIATION
GO_SALIVARY_GLAND_DEVELOPMENT,7.0,GO_ANIMAL_ORGAN_DEVELOPMENT
GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY,175.0,GO_REGULATION_OF_CATALYTIC_ACTIVITY
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,143.0,GO_NERVOUS_SYSTEM_PROCESS
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,179.0,GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_MEMBRANE_DISASSEMBLY,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,141.0,GO_NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS,131.0,GO_MORPHOGENESIS_OF_A_BRANCHING_EPITHELIUM
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,66.0,GO_DETECTION_OF_ABIOTIC_STIMULUS
GO_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION,185.0,GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,179.0,GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_CELL_PROJECTION_ASSEMBLY,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_GLUCOCORTICOID_METABOLIC_PROCESS,118.0,GO_LIPID_METABOLIC_PROCESS
GO_PROTEIN_MATURATION,155.0,GO_ORGANONITROGEN_COMPOUND_METABOLIC_PROCESS
GO_HINDLIMB_MORPHOGENESIS,11.0,GO_APPENDAGE_MORPHOGENESIS
GO_VESICLE_ORGANIZATION,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,51.0,GO_CELL_DIFFERENTIATION
GO_MALE_GENITALIA_DEVELOPMENT,190.0,GO_REPRODUCTIVE_STRUCTURE_DEVELOPMENT
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT,219.0,GO_TISSUE_DEVELOPMENT
GO_RESPONSE_TO_DIETARY_EXCESS,198.0,GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM,70.0,GO_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,218.0,GO_SYSTEM_DEVELOPMENT
GO_NEURON_MATURATION,54.0,GO_CELL_MATURATION
GO_REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY,171.0,GO_REGULATION_OF_BINDING
GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE,146.0,GO_NEURON_PROJECTION_GUIDANCE
GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,26.0,GO_CELLULAR_CATABOLIC_PROCESS
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,40.0,GO_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS
GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,41.0,GO_CELLULAR_RESPONSE_TO_ENVIRONMENTAL_STIMULUS
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,188.0,"GO_REGULATION_OF_SYMBIOSIS,_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM"
GO_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_CYTOSKELETON_ORGANIZATION,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL,183.0,GO_REGULATION_OF_MEMBRANE_POTENTIAL
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME,189.0,GO_RENAL_SYSTEM_PROCESS
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH,141.0,GO_NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MODIFIED_AMINO_ACID_TRANSPORT,224.0,GO_TRANSPORT
GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS,187.0,GO_REGULATION_OF_RESPONSE_TO_STIMULUS
GO_EXOGENOUS_DRUG_CATABOLIC_PROCESS,26.0,GO_CELLULAR_CATABOLIC_PROCESS
GO_OTIC_VESICLE_DEVELOPMENT,7.0,GO_ANIMAL_ORGAN_DEVELOPMENT
GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,69.0,GO_DEVELOPMENTAL_CELL_GROWTH
GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL,100.0,GO_HOMEOSTATIC_PROCESS
GO_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS,185.0,GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,8.0,GO_ANIMAL_ORGAN_MORPHOGENESIS
GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS,158.0,GO_PHOSPHORUS_METABOLIC_PROCESS
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,141.0,GO_NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_SPHINGOMYELIN_METABOLIC_PROCESS,34.0,GO_CELLULAR_LIPID_METABOLIC_PROCESS
GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT,219.0,GO_TISSUE_DEVELOPMENT
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS,141.0,GO_NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT,160.0,GO_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,141.0,GO_NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION,51.0,GO_CELL_DIFFERENTIATION
GO_PEROXISOME_ORGANIZATION,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS,154.0,GO_ORGANIC_SUBSTANCE_CATABOLIC_PROCESS
GO_POLYOL_METABOLIC_PROCESS,4.0,GO_ALCOHOL_METABOLIC_PROCESS
GO_SERTOLI_CELL_DEVELOPMENT,50.0,GO_CELL_DEVELOPMENT
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT,224.0,GO_TRANSPORT
GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,40.0,GO_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS
GO_C21_STEROID_HORMONE_METABOLIC_PROCESS,32.0,GO_CELLULAR_HORMONE_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,160.0,GO_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MEMBRANE_FUSION,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,179.0,GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_RESPONSE_TO_PHENYLPROPANOID,206.0,GO_RESPONSE_TO_ORGANIC_SUBSTANCE
GO_MACROMOLECULE_DEACYLATION,122.0,GO_MACROMOLECULE_METABOLIC_PROCESS
GO_PLASMA_MEMBRANE_ORGANIZATION,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_WHITE_FAT_CELL_DIFFERENTIATION,51.0,GO_CELL_DIFFERENTIATION
GO_OOGENESIS,92.0,GO_GERM_CELL_DEVELOPMENT
GO_RESPONSE_TO_TYPE_I_INTERFERON,206.0,GO_RESPONSE_TO_ORGANIC_SUBSTANCE
GO_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS,25.0,GO_CELLULAR_BIOSYNTHETIC_PROCESS
GO_LYMPH_NODE_DEVELOPMENT,7.0,GO_ANIMAL_ORGAN_DEVELOPMENT
GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION,51.0,GO_CELL_DIFFERENTIATION
GO_POSITIVE_REGULATION_OF_COAGULATION,185.0,GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
GO_POSITIVE_REGULATION_OF_ACTION_POTENTIAL,160.0,GO_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_EXOCYTOSIS,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_REGULATION_OF_DEFENSE_RESPONSE,187.0,GO_REGULATION_OF_RESPONSE_TO_STIMULUS
GO_OLIGOSACCHARIDE_CATABOLIC_PROCESS,19.0,GO_CARBOHYDRATE_METABOLIC_PROCESS
GO_B_CELL_PROLIFERATION,116.0,GO_LEUKOCYTE_ACTIVATION
GO_RESPONSE_TO_POTASSIUM_ION,203.0,GO_RESPONSE_TO_INORGANIC_SUBSTANCE
GO_THYMUS_DEVELOPMENT,7.0,GO_ANIMAL_ORGAN_DEVELOPMENT
GO_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,143.0,GO_NERVOUS_SYSTEM_PROCESS
GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,175.0,GO_REGULATION_OF_CATALYTIC_ACTIVITY
GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD,81.0,GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK
GO_PHOTOTRANSDUCTION,66.0,GO_DETECTION_OF_ABIOTIC_STIMULUS
GO_RESPONSE_TO_FOOD,198.0,GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GO_MONOSACCHARIDE_CATABOLIC_PROCESS,19.0,GO_CARBOHYDRATE_METABOLIC_PROCESS
GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,188.0,"GO_REGULATION_OF_SYMBIOSIS,_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM"
GO_PROTEIN_CATABOLIC_PROCESS,154.0,GO_ORGANIC_SUBSTANCE_CATABOLIC_PROCESS
GO_CARBOHYDRATE_PHOSPHORYLATION,19.0,GO_CARBOHYDRATE_METABOLIC_PROCESS
GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION,51.0,GO_CELL_DIFFERENTIATION
GO_PITUITARY_GLAND_DEVELOPMENT,7.0,GO_ANIMAL_ORGAN_DEVELOPMENT
GO_TISSUE_HOMEOSTASIS,100.0,GO_HOMEOSTATIC_PROCESS
GO_THYROID_HORMONE_METABOLIC_PROCESS,24.0,GO_CELLULAR_AROMATIC_COMPOUND_METABOLIC_PROCESS
GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_EXTRACELLULAR_MATRIX_ASSEMBLY,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_RELAXATION_OF_CARDIAC_MUSCLE,139.0,GO_MUSCLE_SYSTEM_PROCESS
GO_NEURAL_TUBE_DEVELOPMENT,219.0,GO_TISSUE_DEVELOPMENT
GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,184.0,GO_REGULATION_OF_METABOLIC_PROCESS
GO_RESPONSE_TO_COPPER_ION,203.0,GO_RESPONSE_TO_INORGANIC_SUBSTANCE
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS,17.0,GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,177.0,GO_REGULATION_OF_DEVELOPMENTAL_PROCESS
GO_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,185.0,GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,43.0,GO_CELLULAR_RESPONSE_TO_STRESS
GO_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,25.0,GO_CELLULAR_BIOSYNTHETIC_PROCESS
GO_DETECTION_OF_OTHER_ORGANISM,197.0,GO_RESPONSE_TO_EXTERNAL_BIOTIC_STIMULUS
GO_FORELIMB_MORPHOGENESIS,11.0,GO_APPENDAGE_MORPHOGENESIS
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS,187.0,GO_REGULATION_OF_RESPONSE_TO_STIMULUS
GO_MEMBRANE_RAFT_ORGANIZATION,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION,148.0,GO_NUCLEAR_CHROMOSOME_SEGREGATION
GO_DRUG_TRANSMEMBRANE_TRANSPORT,224.0,GO_TRANSPORT
GO_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION,100.0,GO_HOMEOSTATIC_PROCESS
GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,156.0,GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY
GO_KIDNEY_EPITHELIUM_DEVELOPMENT,219.0,GO_TISSUE_DEVELOPMENT
GO_TOOTH_MINERALIZATION,219.0,GO_TISSUE_DEVELOPMENT
GO_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,51.0,GO_CELL_DIFFERENTIATION
GO_REGULATION_OF_TOLERANCE_INDUCTION,177.0,GO_REGULATION_OF_DEVELOPMENTAL_PROCESS
GO_REGULATION_OF_MEIOTIC_CELL_CYCLE,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_REGULATION_OF_RECEPTOR_BINDING,171.0,GO_REGULATION_OF_BINDING
GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,160.0,GO_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MEMBRANE_LIPID_CATABOLIC_PROCESS,118.0,GO_LIPID_METABOLIC_PROCESS
GO_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM,74.0,GO_EMBRYONIC_MORPHOGENESIS
GO_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS,184.0,GO_REGULATION_OF_METABOLIC_PROCESS
GO_TONGUE_DEVELOPMENT,7.0,GO_ANIMAL_ORGAN_DEVELOPMENT
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS,220.0,GO_TISSUE_MORPHOGENESIS
GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE,187.0,GO_REGULATION_OF_RESPONSE_TO_STIMULUS
GO_MODULATION_BY_HOST_OF_VIRAL_PROCESS,129.0,GO_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS
GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION,30.0,GO_CELLULAR_COMPONENT_ORGANIZATION
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS,153.0,GO_ORGANIC_SUBSTANCE_BIOSYNTHETIC_PROCESS
GO_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,35.0,GO_CELLULAR_MACROMOLECULE_LOCALIZATION
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND,74.0,GO_EMBRYONIC_MORPHOGENESIS
GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,181.0,GO_REGULATION_OF_LOCALIZATION
GO_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,196.0,GO_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR
GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,160.0,GO_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,184.0,GO_REGULATION_OF_METABOLIC_PROCESS
GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,184.0,GO_REGULATION_OF_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,181.0,GO_REGULATION_OF_LOCALIZATION
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,51.0,GO_CELL_DIFFERENTIATION
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,141.0,GO_NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,176.0,GO_REGULATION_OF_CELLULAR_PROCESS
GO_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS,37.0,GO_CELLULAR_NITROGEN_COMPOUND_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,160.0,GO_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS
GO_AXON_REGENERATION,43.0,GO_CELLULAR_RESPONSE_TO_STRESS
GO_CALCIUM_MEDIATED_SIGNALING,113.0,GO_INTRACELLULAR_SIGNAL_TRANSDUCTION
GO_POSITIVE_REGULATION_OF_DNA_BINDING,171.0,GO_REGULATION_OF_BINDING
GO_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT,177.0,GO_REGULATION_OF_DEVELOPMENTAL_PROCESS
GO_REGULATION_OF_VITAMIN_METABOLIC_PROCESS,184.0,GO_REGULATION_OF_METABOLIC_PROCESS
