pathway,label,category
GO_INTRACELLULAR_PROTEIN_TRANSPORT,31.0,GO_ESTABLISHMENT_OF_LOCALIZATION
GO_NEUROTRANSMITTER_UPTAKE,31.0,GO_ESTABLISHMENT_OF_LOCALIZATION
GO_NEGATIVE_REGULATION_OF_CELL_DIVISION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_RESPONSE_TO_PROSTAGLANDIN_E,57.0,GO_RESPONSE_TO_CHEMICAL
GO_RESPONSE_TO_STEROID_HORMONE,57.0,GO_RESPONSE_TO_CHEMICAL
GO_RESPONSE_TO_INTERLEUKIN_4,57.0,GO_RESPONSE_TO_CHEMICAL
GO_REGULATION_OF_CARTILAGE_DEVELOPMENT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_RESPONSE_TO_PEPTIDE,57.0,GO_RESPONSE_TO_CHEMICAL
GO_CELLULAR_RESPONSE_TO_LIPID,57.0,GO_RESPONSE_TO_CHEMICAL
GO_LIPOPROTEIN_METABOLIC_PROCESS,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_ENERGY_RESERVE_METABOLIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_PHOTOPERIODISM,55.0,GO_RESPONSE_TO_ABIOTIC_STIMULUS
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_SALIVARY_GLAND_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,63.0,GO_SYSTEM_PROCESS
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MEMBRANE_DISASSEMBLY,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_EPITHELIAL_TUBE_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS,4.0,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,27.0,GO_DETECTION_OF_STIMULUS
GO_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_CELL_PROJECTION_ASSEMBLY,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_GLUCOCORTICOID_METABOLIC_PROCESS,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_PROTEIN_MATURATION,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_HINDLIMB_MORPHOGENESIS,4.0,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
GO_VESICLE_ORGANIZATION,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_MALE_GENITALIA_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_RESPONSE_TO_DIETARY_EXCESS,58.0,GO_RESPONSE_TO_DIETARY_EXCESS
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM,28.0,GO_DEVELOPMENTAL_GROWTH
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_NEURON_MATURATION,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_REGULATION_OF_PROTEIN_HOMODIMERIZATION_ACTIVITY,54.0,GO_REGULATION_OF_MOLECULAR_FUNCTION
GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE,42.0,GO_MOVEMENT_OF_CELL_OR_SUBCELLULAR_COMPONENT
GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,57.0,GO_RESPONSE_TO_CHEMICAL
GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,55.0,GO_RESPONSE_TO_ABIOTIC_STIMULUS
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_CYTOSKELETON_ORGANIZATION,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL,53.0,GO_REGULATION_OF_BIOLOGICAL_QUALITY
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME,63.0,GO_SYSTEM_PROCESS
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MODIFIED_AMINO_ACID_TRANSPORT,31.0,GO_ESTABLISHMENT_OF_LOCALIZATION
GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_EXOGENOUS_DRUG_CATABOLIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_OTIC_VESICLE_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,28.0,GO_DEVELOPMENTAL_GROWTH
GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,4.0,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
GO_INOSITOL_PHOSPHATE_METABOLIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_SPHINGOMYELIN_METABOLIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_PEROXISOME_ORGANIZATION,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_POLYOL_METABOLIC_PROCESS,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_SERTOLI_CELL_DEVELOPMENT,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT,31.0,GO_ESTABLISHMENT_OF_LOCALIZATION
GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,57.0,GO_RESPONSE_TO_CHEMICAL
GO_C21_STEROID_HORMONE_METABOLIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MEMBRANE_FUSION,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_RESPONSE_TO_PHENYLPROPANOID,57.0,GO_RESPONSE_TO_CHEMICAL
GO_MACROMOLECULE_DEACYLATION,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_PLASMA_MEMBRANE_ORGANIZATION,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_REGULATION_OF_NEUROTRANSMITTER_SECRETION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_WHITE_FAT_CELL_DIFFERENTIATION,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_OOGENESIS,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_RESPONSE_TO_TYPE_I_INTERFERON,57.0,GO_RESPONSE_TO_CHEMICAL
GO_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_LYMPH_NODE_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_STRIATED_MUSCLE_CELL_DIFFERENTIATION,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_POSITIVE_REGULATION_OF_COAGULATION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_POSITIVE_REGULATION_OF_ACTION_POTENTIAL,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_EXOCYTOSIS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_DEFENSE_RESPONSE,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_OLIGOSACCHARIDE_CATABOLIC_PROCESS,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_B_CELL_PROLIFERATION,16.0,GO_CELL_ACTIVATION
GO_RESPONSE_TO_POTASSIUM_ION,57.0,GO_RESPONSE_TO_CHEMICAL
GO_THYMUS_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,63.0,GO_SYSTEM_PROCESS
GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,54.0,GO_REGULATION_OF_MOLECULAR_FUNCTION
GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_PHOTOTRANSDUCTION,27.0,GO_DETECTION_OF_STIMULUS
GO_RESPONSE_TO_FOOD,57.0,GO_RESPONSE_TO_CHEMICAL
GO_MONOSACCHARIDE_CATABOLIC_PROCESS,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_PROTEIN_CATABOLIC_PROCESS,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_CARBOHYDRATE_PHOSPHORYLATION,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_PITUITARY_GLAND_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_TISSUE_HOMEOSTASIS,53.0,GO_REGULATION_OF_BIOLOGICAL_QUALITY
GO_THYROID_HORMONE_METABOLIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_EXTRACELLULAR_MATRIX_ASSEMBLY,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_RELAXATION_OF_CARDIAC_MUSCLE,63.0,GO_SYSTEM_PROCESS
GO_NEURAL_TUBE_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_RESPONSE_TO_COPPER_ION,57.0,GO_RESPONSE_TO_CHEMICAL
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_AMINO_SUGAR_BIOSYNTHETIC_PROCESS,49.0,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,15.0,GO_CELLULAR_RESPONSE_TO_STIMULUS
GO_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_DETECTION_OF_OTHER_ORGANISM,56.0,GO_RESPONSE_TO_BIOTIC_STIMULUS
GO_FORELIMB_MORPHOGENESIS,4.0,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MEMBRANE_RAFT_ORGANIZATION,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION,20.0,GO_CELL_CYCLE_PROCESS
GO_DRUG_TRANSMEMBRANE_TRANSPORT,31.0,GO_ESTABLISHMENT_OF_LOCALIZATION
GO_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_KIDNEY_EPITHELIUM_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_TOOTH_MINERALIZATION,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_REGULATION_OF_TOLERANCE_INDUCTION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_MEIOTIC_CELL_CYCLE,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_RECEPTOR_BINDING,54.0,GO_REGULATION_OF_MOLECULAR_FUNCTION
GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MEMBRANE_LIPID_CATABOLIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM,4.0,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
GO_POSITIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_TONGUE_DEVELOPMENT,2.0,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS,4.0,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_MODULATION_BY_HOST_OF_VIRAL_PROCESS,35.0,GO_INTERACTION_WITH_SYMBIONT
GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,11.0,GO_CELLULAR_LOCALIZATION
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND,4.0,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,57.0,GO_RESPONSE_TO_CHEMICAL
GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,9.0,GO_CELLULAR_DEVELOPMENTAL_PROCESS
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS,12.0,GO_CELLULAR_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,52.0,GO_REGULATION_OF_BIOLOGICAL_PROCESS
GO_AXON_REGENERATION,8.0,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
