	0
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	96
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	97
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	98
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	99
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	100
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	101
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	102
KEGG_CIRCADIAN_RHYTHM_MAMMAL	103
KEGG_LONG_TERM_POTENTIATION	104
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	105
KEGG_LONG_TERM_DEPRESSION	106
KEGG_OLFACTORY_TRANSDUCTION	107
KEGG_TASTE_TRANSDUCTION	108
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	109
KEGG_INSULIN_SIGNALING_PATHWAY	110
KEGG_GNRH_SIGNALING_PATHWAY	111
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	112
KEGG_MELANOGENESIS	113
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	114
KEGG_TYPE_II_DIABETES_MELLITUS	115
KEGG_TYPE_I_DIABETES_MELLITUS	102
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	116
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	117
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	118
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	119
KEGG_ALZHEIMERS_DISEASE	120
KEGG_PARKINSONS_DISEASE	7
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	121
KEGG_HUNTINGTONS_DISEASE	122
KEGG_PRION_DISEASES	123
KEGG_VIBRIO_CHOLERAE_INFECTION	124
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	125
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	126
KEGG_LEISHMANIA_INFECTION	127
KEGG_PATHWAYS_IN_CANCER	128
KEGG_COLORECTAL_CANCER	129
KEGG_RENAL_CELL_CARCINOMA	130
KEGG_PANCREATIC_CANCER	131
KEGG_ENDOMETRIAL_CANCER	132
KEGG_GLIOMA	133
KEGG_PROSTATE_CANCER	134
KEGG_THYROID_CANCER	135
KEGG_BASAL_CELL_CARCINOMA	136
KEGG_MELANOMA	137
KEGG_BLADDER_CANCER	138
KEGG_CHRONIC_MYELOID_LEUKEMIA	139
KEGG_ACUTE_MYELOID_LEUKEMIA	140
KEGG_SMALL_CELL_LUNG_CANCER	141
KEGG_NON_SMALL_CELL_LUNG_CANCER	142
KEGG_ASTHMA	102
KEGG_AUTOIMMUNE_THYROID_DISEASE	102
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	143
KEGG_ALLOGRAFT_REJECTION	102
KEGG_GRAFT_VERSUS_HOST_DISEASE	102
KEGG_PRIMARY_IMMUNODEFICIENCY	144
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	145
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	145
KEGG_DILATED_CARDIOMYOPATHY	145
KEGG_VIRAL_MYOCARDITIS	146
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	147
REACTOME_TRANSLATION	148
REACTOME_PYRIMIDINE_CATABOLISM	149
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	150
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	151
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	152
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	45
REACTOME_GAP_JUNCTION_DEGRADATION	153
REACTOME_BASE_EXCISION_REPAIR	154
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	6
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	6
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	6
REACTOME_SIGNALING_BY_RHO_GTPASES	155
REACTOME_SIGNALING_BY_WNT	156
REACTOME_METABOLISM_OF_NON_CODING_RNA	157
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	6
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	6
REACTOME_ANDROGEN_BIOSYNTHESIS	158
REACTOME_INSULIN_RECEPTOR_RECYCLING	124
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	159
REACTOME_SIGNALING_BY_SCF_KIT	160
REACTOME_DEVELOPMENTAL_BIOLOGY	161
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	162
REACTOME_SIGNALING_BY_NODAL	163
REACTOME_DAG_AND_IP3_SIGNALING	164
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	165
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	166
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	167
REACTOME_CELL_CELL_COMMUNICATION	168
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	169
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	170
REACTOME_MEIOSIS	171
REACTOME_G0_AND_EARLY_G1	172
REACTOME_REGULATION_OF_KIT_SIGNALING	173
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	159
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	174
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	36
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	36
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	175
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	176
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	87
REACTOME_CELL_CYCLE	177
REACTOME_SIGNALING_BY_ERBB4	178
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	179
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	21
REACTOME_SULFUR_AMINO_ACID_METABOLISM	12
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	180
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	167
REACTOME_SIGNALING_BY_ERBB2	181
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	32
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	21
REACTOME_DEFENSINS	182
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	183
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	184
REACTOME_BETA_DEFENSINS	182
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	47
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	185
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	186
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	185
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	187
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	32
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	188
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	189
REACTOME_SIGNALING_BY_HIPPO	190
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	191
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	192
REACTOME_SIGNALING_BY_NOTCH4	193
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	194
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	195
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	196
REACTOME_SIGNALING_BY_NOTCH2	197
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	198
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	199
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	188
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	200
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	201
REACTOME_SIGNALING_BY_NOTCH1	202
REACTOME_SIGNALING_BY_NOTCH3	203
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	204
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	205
REACTOME_ARMS_MEDIATED_ACTIVATION	206
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	206
REACTOME_SIGNALLING_TO_RAS	207
REACTOME_SIGNALING_BY_BMP	208
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	209
REACTOME_SIGNALLING_TO_ERKS	210
REACTOME_P38MAPK_EVENTS	211
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	30
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	212
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	213
REACTOME_COLLAGEN_FORMATION	214
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	215
REACTOME_HS_GAG_DEGRADATION	23
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	216
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	206
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	30
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	216
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	217
REACTOME_PHOSPHOLIPID_METABOLISM	218
REACTOME_CS_DS_DEGRADATION	23
REACTOME_SYNTHESIS_OF_PA	30
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	216
REACTOME_SYNTHESIS_OF_PE	218
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	219
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	23
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	220
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	216
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	221
REACTOME_HYALURONAN_METABOLISM	220
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	24
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	37
REACTOME_PI_METABOLISM	216
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	222
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	23
REACTOME_SYNTHESIS_OF_PC	218
REACTOME_HS_GAG_BIOSYNTHESIS	23
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	24
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	223
REACTOME_KERATAN_SULFATE_DEGRADATION	24
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	23
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	23
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	30
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	30
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	30
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	224
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	218
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	23
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	225
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	226
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	227
REACTOME_MICRORNA_MIRNA_BIOGENESIS	228
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	229
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	230
REACTOME_ERKS_ARE_INACTIVATED	231
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	232
REACTOME_PI3K_AKT_ACTIVATION	233
REACTOME_EGFR_DOWNREGULATION	234
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	45
REACTOME_PECAM1_INTERACTIONS	235
REACTOME_TCR_SIGNALING	236
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	1
REACTOME_DOWNSTREAM_TCR_SIGNALING	237
REACTOME_BASIGIN_INTERACTIONS	238
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	239
REACTOME_GAB1_SIGNALOSOME	240
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	241
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	242
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	243
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	244
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	243
REACTOME_TIE2_SIGNALING	245
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	243
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	246
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	247
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	248
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	38
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	152
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	249
REACTOME_BIOLOGICAL_OXIDATIONS	250
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	251
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	252
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	151
REACTOME_XENOBIOTICS	253
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	254
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	253
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	151
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	255
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	45
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	256
REACTOME_REGULATION_OF_APOPTOSIS	257
REACTOME_NEURONAL_SYSTEM	258
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	116
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	255
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	244
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	255
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	259
REACTOME_ENDOGENOUS_STEROLS	260
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	116
REACTOME_GLYCOLYSIS	261
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	44
REACTOME_MRNA_CAPPING	262
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	4
REACTOME_SIGNALING_BY_GPCR	263
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	264
REACTOME_METABOLISM_OF_POLYAMINES	265
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	266
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	267
REACTOME_CELL_CYCLE_MITOTIC	268
REACTOME_GLUCONEOGENESIS	269
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	244
REACTOME_OPIOID_SIGNALLING	270
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	13
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	13
REACTOME_CA_DEPENDENT_EVENTS	271
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	244
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	272
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	272
REACTOME_DARPP_32_EVENTS	273
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	274
REACTOME_CELL_CYCLE_CHECKPOINTS	275
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	276
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	244
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	277
REACTOME_G_PROTEIN_ACTIVATION	278
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	279
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	280
REACTOME_TRNA_AMINOACYLATION	13
REACTOME_OLFACTORY_SIGNALING_PATHWAY	281
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	282
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	283
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	284
REACTOME_G1_PHASE	285
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	286
REACTOME_SIGNALING_BY_PDGF	287
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	288
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	288
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	277
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	289
REACTOME_PROTEIN_FOLDING	288
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	288
REACTOME_PEROXISOMAL_LIPID_METABOLISM	69
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	290
REACTOME_STRIATED_MUSCLE_CONTRACTION	291
REACTOME_METABOLISM_OF_NUCLEOTIDES	149
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	292
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	293
REACTOME_MUSCLE_CONTRACTION	294
REACTOME_SEROTONIN_RECEPTORS	292
REACTOME_MRNA_SPLICING	45
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	45
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	45
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	295
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	1
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	296
REACTOME_AXON_GUIDANCE	297
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	298
REACTOME_P2Y_RECEPTORS	299
REACTOME_NCAM1_INTERACTIONS	300
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	108
REACTOME_REGULATION_OF_INSULIN_SECRETION	301
